subject_id,epoch_idx
SC4001,0
SC4001,1
SC4001,3
SC4001,4
SC4001,5
SC4001,6
SC4001,7
SC4001,8
SC4001,9
SC4001,10
SC4001,11
SC4001,12
SC4001,13
SC4001,14
SC4001,15
SC4001,16
SC4001,17
SC4001,18
SC4001,19
SC4001,20
SC4001,21
SC4001,22
SC4001,23
SC4002,0
SC4002,1
SC4002,2
SC4002,3
SC4002,4
SC4002,5
SC4002,6
SC4002,8
SC4002,9
SC4002,10
SC4002,11
SC4002,12
SC4002,13
SC4002,15
SC4002,16
SC4002,17
SC4002,18
SC4002,19
SC4002,20
SC4002,21
SC4002,22
SC4002,23
SC4002,24
SC4002,25
SC4002,26
SC4002,27
SC4002,28
SC4002,29
SC4002,30
SC4002,31
SC4011,0
SC4011,1
SC4011,2
SC4011,5
SC4011,6
SC4011,7
SC4011,8
SC4011,9
SC4011,11
SC4011,12
SC4011,13
SC4011,14
SC4011,15
SC4011,16
SC4011,17
SC4011,18
SC4011,19
SC4011,23
SC4011,24
SC4011,25
SC4011,26
SC4011,27
SC4011,28
SC4011,29
SC4011,30
SC4011,31
SC4011,32
SC4012,0
SC4012,1
SC4012,2
SC4012,3
SC4012,4
SC4012,5
SC4012,7
SC4012,8
SC4012,9
SC4012,10
SC4012,11
SC4012,12
SC4012,13
SC4012,14
SC4012,15
SC4012,16
SC4012,17
SC4012,18
SC4012,19
SC4012,20
SC4012,21
SC4012,22
SC4012,23
SC4012,24
SC4012,26
SC4012,27
SC4012,28
SC4012,29
SC4012,30
SC4012,31
SC4012,32
SC4012,33
SC4012,34
SC4012,35
SC4012,36
SC4012,37
SC4012,38
SC4012,39
SC4012,40
SC4021,0
SC4021,1
SC4021,2
SC4021,3
SC4021,4
SC4021,5
SC4021,6
SC4021,7
SC4021,9
SC4021,10
SC4021,11
SC4021,12
SC4021,13
SC4021,14
SC4021,15
SC4021,16
SC4021,17
SC4021,18
SC4021,19
SC4021,20
SC4021,21
SC4022,0
SC4022,2
SC4022,3
SC4022,5
SC4022,6
SC4022,7
SC4022,8
SC4022,10
SC4022,12
SC4022,13
SC4022,14
SC4022,15
SC4022,16
SC4022,17
SC4022,18
SC4022,19
SC4022,20
SC4022,21
SC4022,22
SC4022,23
SC4022,25
SC4022,26
SC4022,27
SC4022,30
SC4022,31
SC4022,32
SC4022,33
SC4022,34
SC4022,35
SC4022,36
SC4022,37
SC4022,38
SC4022,39
SC4022,41
SC4022,42
SC4022,44
SC4022,45
SC4022,46
SC4022,47
SC4022,48
SC4022,49
SC4022,50
SC4022,51
SC4031,0
SC4031,1
SC4031,2
SC4031,3
SC4031,4
SC4031,5
SC4031,6
SC4031,7
SC4031,8
SC4031,9
SC4031,10
SC4031,11
SC4031,13
SC4031,14
SC4031,15
SC4031,16
SC4031,17
SC4031,19
SC4031,20
SC4031,21
SC4031,22
SC4031,23
SC4031,26
SC4031,27
SC4031,28
SC4031,29
SC4032,0
SC4032,1
SC4032,2
SC4032,3
SC4032,4
SC4032,5
SC4032,6
SC4032,7
SC4032,8
SC4032,9
SC4032,10
SC4032,11
SC4032,13
SC4032,14
SC4032,15
SC4032,16
SC4032,17
SC4032,18
SC4032,19
SC4041,0
SC4041,1
SC4041,2
SC4041,3
SC4041,4
SC4041,6
SC4041,7
SC4041,8
SC4041,12
SC4041,14
SC4041,15
SC4041,16
SC4041,20
SC4041,22
SC4041,23
SC4041,24
SC4041,25
SC4041,26
SC4041,27
SC4041,28
SC4041,29
SC4041,30
SC4041,31
SC4041,32
SC4041,33
SC4041,34
SC4041,35
SC4041,36
SC4041,37
SC4041,38
SC4041,39
SC4041,40
SC4041,41
SC4041,42
SC4042,0
SC4042,1
SC4042,2
SC4042,3
SC4042,4
SC4042,5
SC4042,6
SC4042,7
SC4042,9
SC4042,10
SC4042,11
SC4042,13
SC4042,14
SC4042,15
SC4042,16
SC4042,19
SC4042,21
SC4042,26
SC4042,28
SC4042,29
SC4042,31
SC4042,32
SC4042,34
SC4042,35
SC4042,37
SC4042,38
SC4042,39
SC4042,40
SC4042,41
SC4042,42
SC4042,43
SC4042,44
SC4042,49
SC4042,50
